2017-12-29 14:23:40.4253 | DeeBeeTeeAlphaBot.Program.Main | INFO | Запуск бота 
2017-12-29 14:27:09.1012 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | INFO | Получение команды /d 

2017-12-29 14:27:09.1012 | DeeBeeTeeDB.DBAPI.Command_details | DEBUG | Поиск пользователя 'Infom' 

2017-12-29 14:27:09.1012 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = 'Infom' 

2017-12-29 14:27:09.1956 | DeeBeeTeeDB.DBAPI.GetUserBalance | TRACE | GetUserBalanceSQL: SELECT ISNULL((select SUM(amount) from dbo.[transactions] WHERE [from_user] = 'Infom'),0) - ISNULL((select SUM(amount) from dbo.[transactions] WHERE [to_user] = 'Infom'), 0) as Bal  

2017-12-29 14:27:09.2818 | DeeBeeTeeDB.DBAPI.GetUserDetails | TRACE | GetUserDetailsSQL: SELECT to_user, SUM(amount) as amount FROM (SELECT [tid], [from_user], [amount], [to_user] FROM [dbo].[transactions] union SELECT [tid], [to_user], [amount]*(-1), [from_user] FROM [dbo].[transactions] ) AS T WHERE from_user = 'Infom' GROUP BY to_user 

2017-12-29 14:27:09.3674 | DeeBeeTeeDB.DBAPI.GetUserDetails | TRACE | Generate dbt from: Infom to: Sergeiaf amount: -425,00  

2017-12-29 14:27:09.3674 | DeeBeeTeeDB.DBAPI.GetUserDetails | TRACE | Generate dbt from: Infom to: TretyakRoman amount: -540,00  

2017-12-29 14:27:09.3856 | DeeBeeTeeDB.DBAPI.Command_details | INFO | Возврат результата команды details с сообщениемДетали пользователя @Infom. Баланс: -965,00
 @Infom должен 425,00 @Sergeiaf
 @Infom должен 540,00 @TretyakRoman
 

2017-12-29 14:28:55.6802 | DeeBeeTeeAlphaBot.Program.Main | INFO | Запуск бота 

2017-12-29 14:28:55.7272 | DeeBeeTeeAlphaBot.Program.Main | INFO | Подключение к БД 

2017-12-29 14:28:56.2630 | DeeBeeTeeAlphaBot.Program.Main | INFO | Запуск пуллинга telegram API 

